legacy_url,source_of_discovery,intended_destination,status_code,content_match_evidence,confidence,disposition
/living-workshop/2019/10/19/did-not-last,.com sitemap 2026-09-18,https://brianspoems.com/poem/did-not-last,301,poem text overlap 0.988 with /poem/did-not-last,high,redirect
/living-workshop/2019/10/20/inner-peace,.com sitemap 2026-09-18,https://brianspoems.com/poem/inner-peace,301,poem text overlap 1.0 with /poem/inner-peace,high,redirect
/living-workshop/2019/10/21/whom-i-kidding,.com sitemap 2026-09-18,/blog,301,no candidate on brianspoems.com,low - needs review,redirect - generic
/living-workshop/2019/10/22/oh-grow-up,.com sitemap 2026-09-18,https://brianspoems.com/poem/oh-grow-up,301,poem text overlap 0.623 with /poem/oh-grow-up,high,redirect
/living-workshop/2019/10/23/what-am-i-doing,.com sitemap 2026-09-18,https://brianspoems.com/poem/what-am-i-doing,301,poem text overlap 1.0 with /poem/what-am-i-doing,high,redirect
/living-workshop/2019/10/24/memories,.com sitemap 2026-09-18,https://brianspoems.com/poem/memories-2,301,poem text overlap 0.933 with /poem/memories-2,high,redirect
/living-workshop/2019/10/25/adoption-day,.com sitemap 2026-09-18,https://brianspoems.com/poem/adoption-day,301,poem text overlap 1.0 with /poem/adoption-day,high,redirect
/living-workshop/2019/10/26/here-and-now,.com sitemap 2026-09-18,https://brianspoems.com/poem/here-and-now-2,301,poem text overlap 0.986 with /poem/here-and-now-2,high,redirect
/living-workshop/2019/10/27/fix-everything,.com sitemap 2026-09-18,https://brianspoems.com/poem/fix-everything,301,poem text overlap 0.876 with /poem/fix-everything,high,redirect
/living-workshop/2019/10/28/other-peoples-feelings,.com sitemap 2026-09-18,https://brianspoems.com/poem/other-people-s-feelings,301,poem text overlap 1.0 with /poem/other-people-s-feelings,high,redirect
/living-workshop/2019/10/29/as-water-goes,.com sitemap 2026-09-18,https://brianspoems.com/poem/as-water-goes,301,poem text overlap 0.837 with /poem/as-water-goes,high,redirect
/living-workshop/2019/10/30/divine-mystery,.com sitemap 2026-09-18,https://brianspoems.com/poem/divine-mystery,301,poem text overlap 1.0 with /poem/divine-mystery,high,redirect
/living-workshop/2019/10/31/go-ahead-cry,.com sitemap 2026-09-18,https://brianspoems.com/poem/go-ahead-cry,301,poem text overlap 0.977 with /poem/go-ahead-cry,high,redirect
/living-workshop/2019/11/1/here-all-along,.com sitemap 2026-09-18,https://brianspoems.com/poem/here-all-along,301,poem text overlap 0.811 with /poem/here-all-along,high,redirect
/living-workshop/2019/11/10/its-not-time,.com sitemap 2026-09-18,https://brianspoems.com/poem/it-s-not-time,301,poem text overlap 0.989 with /poem/it-s-not-time,high,redirect
/living-workshop/2019/11/11/call-to-your-soul,.com sitemap 2026-09-18,https://brianspoems.com/poem/call-to-your-soul,301,poem text overlap 1.0 with /poem/call-to-your-soul,high,redirect
/living-workshop/2019/11/12/second-spring,.com sitemap 2026-09-18,https://brianspoems.com/poem/second-spring,301,poem text overlap 1.0 with /poem/second-spring,high,redirect
/living-workshop/2019/11/13/fold-em,.com sitemap 2026-09-18,https://brianspoems.com/poem/fold-em,301,poem text overlap 1.0 with /poem/fold-em,high,redirect
/living-workshop/2019/11/14/a-slave-ship-named-jesus,.com sitemap 2026-09-18,/blog,301,no candidate on brianspoems.com,low - needs review,redirect - generic
/living-workshop/2019/11/15/musical-chairs,.com sitemap 2026-09-18,https://brianspoems.com/poem/musical-chairs,301,poem text overlap 0.825 with /poem/musical-chairs,high,redirect
/living-workshop/2019/11/16/always-remember,.com sitemap 2026-09-18,https://brianspoems.com/poem/always-remember,301,poem text overlap 1.0 with /poem/always-remember,high,redirect
/living-workshop/2019/11/17/conformity,.com sitemap 2026-09-18,https://brianspoems.com/poem/conformity,301,poem text overlap 0.99 with /poem/conformity,high,redirect
/living-workshop/2019/11/18/for-what-its-worth,.com sitemap 2026-09-18,https://brianspoems.com/poem/for-what-it-s-worth,301,poem text overlap 0.678 with /poem/for-what-it-s-worth,high,redirect
/living-workshop/2019/11/19/rock-in-my-shoe,.com sitemap 2026-09-18,https://brianspoems.com/poem/rock-in-my-shoe,301,poem text overlap 0.904 with /poem/rock-in-my-shoe,high,redirect
/living-workshop/2019/11/2/pull-the-plug,.com sitemap 2026-09-18,https://brianspoems.com/poem/pull-the-plug,301,poem text overlap 1.0 with /poem/pull-the-plug,high,redirect
/living-workshop/2019/11/20/little-me,.com sitemap 2026-09-18,https://brianspoems.com/poem/little-me,301,poem text overlap 0.987 with /poem/little-me,high,redirect
/living-workshop/2019/11/21/winter-weather,.com sitemap 2026-09-18,https://brianspoems.com/poem/winter-weather,301,poem text overlap 1.0 with /poem/winter-weather,high,redirect
/living-workshop/2019/11/22/the-fixers,.com sitemap 2026-09-18,https://brianspoems.com/poem/the-fixers,301,poem text overlap 0.963 with /poem/the-fixers,high,redirect
/living-workshop/2019/11/23/a-great-awakening,.com sitemap 2026-09-18,https://brianspoems.com/poem/a-great-awakening,301,poem text overlap 0.638 with /poem/a-great-awakening,high,redirect
/living-workshop/2019/11/24/sacred-reasons,.com sitemap 2026-09-18,https://brianspoems.com/poem/sacred-reasons,301,poem text overlap 0.989 with /poem/sacred-reasons,high,redirect
/living-workshop/2019/11/25/baked,.com sitemap 2026-09-18,https://brianspoems.com/poem/baked,301,poem text overlap 1.0 with /poem/baked,high,redirect
/living-workshop/2019/11/26/numb,.com sitemap 2026-09-18,https://brianspoems.com/poem/numb,301,poem text overlap 0.681 with /poem/numb,high,redirect
/living-workshop/2019/11/27/cults,.com sitemap 2026-09-18,https://brianspoems.com/poem/cults,301,poem text overlap 0.804 with /poem/cults,high,redirect
/living-workshop/2019/11/28/recklessness,.com sitemap 2026-09-18,https://brianspoems.com/poem/recklessness,301,poem text overlap 0.821 with /poem/recklessness,high,redirect
/living-workshop/2019/11/29/relax,.com sitemap 2026-09-18,https://brianspoems.com/poem/relax-2,301,poem text overlap 0.985 with /poem/relax-2,high,redirect
/living-workshop/2019/11/3/before-i-begin,.com sitemap 2026-09-18,https://brianspoems.com/poem/before-i-begin,301,poem text overlap 0.984 with /poem/before-i-begin,high,redirect
/living-workshop/2019/11/30/responsibility,.com sitemap 2026-09-18,https://brianspoems.com/poem/responsibility-2,301,poem text overlap 0.939 with /poem/responsibility-2,high,redirect
/living-workshop/2019/11/4/so-simple,.com sitemap 2026-09-18,https://brianspoems.com/poem/so-simple,301,poem text overlap 1.0 with /poem/so-simple,high,redirect
/living-workshop/2019/11/5/guy-fawkes,.com sitemap 2026-09-18,https://brianspoems.com/poem/guy-fawkes,301,poem text overlap 1.0 with /poem/guy-fawkes,high,redirect
/living-workshop/2019/11/6/source-to-mouth,.com sitemap 2026-09-18,https://brianspoems.com/poem/source-to-mouth,301,poem text overlap 1.0 with /poem/source-to-mouth,high,redirect
/living-workshop/2019/11/7/great-conversations,.com sitemap 2026-09-18,https://brianspoems.com/poem/great-conversations,301,poem text overlap 1.0 with /poem/great-conversations,high,redirect
/living-workshop/2019/11/8/overcome,.com sitemap 2026-09-18,https://brianspoems.com/poem/overcome,301,poem text overlap 1.0 with /poem/overcome,high,redirect
/living-workshop/2019/11/9/a-bigger-fight,.com sitemap 2026-09-18,https://brianspoems.com/poem/a-bigger-fight,301,poem text overlap 1.0 with /poem/a-bigger-fight,high,redirect
/living-workshop/2019/12/1/no-signal,.com sitemap 2026-09-18,https://brianspoems.com/poem/no-signal,301,poem text overlap 1.0 with /poem/no-signal,high,redirect
/living-workshop/2019/12/10/were-all-poets,.com sitemap 2026-09-18,https://brianspoems.com/poem/we-re-all-poets,301,poem text overlap 1.0 with /poem/we-re-all-poets,high,redirect
/living-workshop/2019/12/11/trusting-uncertainty,.com sitemap 2026-09-18,https://brianspoems.com/poem/trusting-uncertainty,301,poem text overlap 1.0 with /poem/trusting-uncertainty,high,redirect
/living-workshop/2019/12/12/lost-in-presidio,.com sitemap 2026-09-18,https://brianspoems.com/poem/lost-in-presidio,301,poem text overlap 1.0 with /poem/lost-in-presidio,high,redirect
/living-workshop/2019/12/13/listen-from-the-heart,.com sitemap 2026-09-18,https://brianspoems.com/poem/listen-from-the-heart,301,poem text overlap 1.0 with /poem/listen-from-the-heart,high,redirect
/living-workshop/2019/12/14/speak-from-the-heart,.com sitemap 2026-09-18,https://brianspoems.com/poem/speak-from-the-heart,301,poem text overlap 1.0 with /poem/speak-from-the-heart,high,redirect
/living-workshop/2019/12/15/be-spontaneous-and-authentic,.com sitemap 2026-09-18,https://brianspoems.com/poem/be-spontaneous-and-authentic,301,poem text overlap 0.974 with /poem/be-spontaneous-and-authentic,high,redirect
/living-workshop/2019/12/16/be-lean-of-expression,.com sitemap 2026-09-18,https://brianspoems.com/poem/be-lean-of-expression,301,poem text overlap 1.0 with /poem/be-lean-of-expression,high,redirect
/living-workshop/2019/12/17/tilt-tenderly,.com sitemap 2026-09-18,https://brianspoems.com/poem/tilt-tenderly,301,poem text overlap 0.8 with /poem/tilt-tenderly,high,redirect
/living-workshop/2019/12/18/rest-assured,.com sitemap 2026-09-18,https://brianspoems.com/poem/rest-assured,301,poem text overlap 1.0 with /poem/rest-assured,high,redirect
/living-workshop/2019/12/19/some-reason,.com sitemap 2026-09-18,https://brianspoems.com/poem/some-reason,301,poem text overlap 0.642 with /poem/some-reason,high,redirect
/living-workshop/2019/12/2/soul-talk,.com sitemap 2026-09-18,https://brianspoems.com/poem/soul-talk,301,poem text overlap 0.959 with /poem/soul-talk,high,redirect
/living-workshop/2019/12/20/remembering,.com sitemap 2026-09-18,https://brianspoems.com/poem/remembering,301,poem text overlap 0.989 with /poem/remembering,high,redirect
/living-workshop/2019/12/21/fire-and-ice,.com sitemap 2026-09-18,https://brianspoems.com/poem/fire-and-ice,301,poem text overlap 0.807 with /poem/fire-and-ice,high,redirect
/living-workshop/2019/12/22/drifting,.com sitemap 2026-09-18,https://brianspoems.com/poem/drifting,301,poem text overlap 0.758 with /poem/drifting,high,redirect
/living-workshop/2019/12/23/immortality,.com sitemap 2026-09-18,https://brianspoems.com/poem/immortality,301,poem text overlap 0.937 with /poem/immortality,high,redirect
/living-workshop/2019/12/24/born-again,.com sitemap 2026-09-18,https://brianspoems.com/poem/born-again,301,poem text overlap 0.786 with /poem/born-again,high,redirect
/living-workshop/2019/12/25/year-end,.com sitemap 2026-09-18,https://brianspoems.com/poem/year-end,301,poem text overlap 0.717 with /poem/year-end,high,redirect
/living-workshop/2019/12/26/a-blessing,.com sitemap 2026-09-18,https://brianspoems.com/poem/a-blessing,301,poem text overlap 1.0 with /poem/a-blessing,high,redirect
/living-workshop/2019/12/27/falling-water,.com sitemap 2026-09-18,https://brianspoems.com/poem/falling-water,301,poem text overlap 0.917 with /poem/falling-water,high,redirect
/living-workshop/2019/12/28/peace-now,.com sitemap 2026-09-18,https://brianspoems.com/poem/peace-now,301,poem text overlap 0.814 with /poem/peace-now,high,redirect
/living-workshop/2019/12/29/a-free-lunch,.com sitemap 2026-09-18,https://brianspoems.com/poem/a-free-lunch,301,poem text overlap 0.815 with /poem/a-free-lunch,high,redirect
/living-workshop/2019/12/3/tick-of-the-clock,.com sitemap 2026-09-18,https://brianspoems.com/poem/tick-of-the-clock,301,poem text overlap 1.0 with /poem/tick-of-the-clock,high,redirect
/living-workshop/2019/12/30/clearheaded,.com sitemap 2026-09-18,https://brianspoems.com/poem/clearheaded,301,poem text overlap 1.0 with /poem/clearheaded,high,redirect
/living-workshop/2019/12/31/getting-past-the-past,.com sitemap 2026-09-18,https://brianspoems.com/poem/getting-past-the-past,301,poem text overlap 0.815 with /poem/getting-past-the-past,high,redirect
/living-workshop/2019/12/4/the-appalachians,.com sitemap 2026-09-18,https://brianspoems.com/poem/the-appalachians,301,poem text overlap 0.974 with /poem/the-appalachians,high,redirect
/living-workshop/2019/12/5/maybe,.com sitemap 2026-09-18,https://brianspoems.com/poem/maybe,301,poem text overlap 1.0 with /poem/maybe,high,redirect
/living-workshop/2019/12/6/at-home,.com sitemap 2026-09-18,https://brianspoems.com/poem/at-home,301,poem text overlap 1.0 with /poem/at-home,high,redirect
/living-workshop/2019/12/7/a-day-off,.com sitemap 2026-09-18,https://brianspoems.com/poem/a-day-off-2,301,poem text overlap 0.833 with /poem/a-day-off-2,high,redirect
/living-workshop/2019/12/8/brian-shrugged,.com sitemap 2026-09-18,https://brianspoems.com/poem/brian-shrugged,301,poem text overlap 0.629 with /poem/brian-shrugged,high,redirect
/living-workshop/2019/12/9/one-in-the-same,.com sitemap 2026-09-18,/blog,301,no candidate on brianspoems.com,low - needs review,redirect - generic
/living-workshop/2019/2/1/awe,.com sitemap 2026-09-18,https://brianspoems.com/poem/awe,301,poem text overlap 0.738 with /poem/awe,high,redirect
/living-workshop/2019/2/10/one-atom-at-a-time,.com sitemap 2026-09-18,https://brianspoems.com/poem/one-atom-at-a-time,301,poem text overlap 0.977 with /poem/one-atom-at-a-time,high,redirect
/living-workshop/2019/2/11/a-book-called-being-alive,.com sitemap 2026-09-18,https://brianspoems.com/poem/a-book-called-being-alive,301,poem text overlap 0.65 with /poem/a-book-called-being-alive,high,redirect
/living-workshop/2019/2/12/poetic-justice,.com sitemap 2026-09-18,https://brianspoems.com/poem/poetic-justice,301,poem text overlap 0.627 with /poem/poetic-justice,high,redirect
/living-workshop/2019/2/13/primal-clarity,.com sitemap 2026-09-18,https://brianspoems.com/poem/primal-clarity,301,poem text overlap 0.703 with /poem/primal-clarity,high,redirect
/living-workshop/2019/2/14/canine-codependency,.com sitemap 2026-09-18,https://brianspoems.com/poem/canine-codependency,301,poem text overlap 1.0 with /poem/canine-codependency,high,redirect
/living-workshop/2019/2/15/alcohol,.com sitemap 2026-09-18,https://brianspoems.com/poem/alcohol,301,poem text overlap 1.0 with /poem/alcohol,high,redirect
/living-workshop/2019/2/16/visit-me,.com sitemap 2026-09-18,https://brianspoems.com/poem/visit-me,301,poem text overlap 0.977 with /poem/visit-me,high,redirect
/living-workshop/2019/2/17/obscured-beauty,.com sitemap 2026-09-18,https://brianspoems.com/poem/obscured-beauty,301,poem text overlap 0.848 with /poem/obscured-beauty,high,redirect
/living-workshop/2019/2/18/tension-of-opposites,.com sitemap 2026-09-18,https://brianspoems.com/poem/tension-of-opposites,301,poem text overlap 1.0 with /poem/tension-of-opposites,high,redirect
/living-workshop/2019/2/19/a-good-smoke,.com sitemap 2026-09-18,https://brianspoems.com/poem/a-good-smoke,301,poem text overlap 1.0 with /poem/a-good-smoke,high,redirect
/living-workshop/2019/2/2/memories,.com sitemap 2026-09-18,https://brianspoems.com/poem/memories,301,poem text overlap 0.875 with /poem/memories,high,redirect
/living-workshop/2019/2/20/beer,.com sitemap 2026-09-18,https://brianspoems.com/poem/beer,301,poem text overlap 1.0 with /poem/beer,high,redirect
/living-workshop/2019/2/21/open,.com sitemap 2026-09-18,https://brianspoems.com/poem/open,301,poem text overlap 1.0 with /poem/open,high,redirect
/living-workshop/2019/2/22/the-path,.com sitemap 2026-09-18,https://brianspoems.com/poem/the-path,301,poem text overlap 1.0 with /poem/the-path,high,redirect
/living-workshop/2019/2/23/winter-range,.com sitemap 2026-09-18,https://brianspoems.com/poem/winter-range,301,poem text overlap 0.822 with /poem/winter-range,high,redirect
/living-workshop/2019/2/24/better-man,.com sitemap 2026-09-18,https://brianspoems.com/poem/better-man,301,poem text overlap 0.872 with /poem/better-man,high,redirect
/living-workshop/2019/2/25/the-game,.com sitemap 2026-09-18,https://brianspoems.com/poem/the-game,301,poem text overlap 0.934 with /poem/the-game,high,redirect
/living-workshop/2019/2/26/visit-me,.com sitemap 2026-09-18,https://brianspoems.com/poem/visit-me,301,poem text overlap 0.955 with /poem/visit-me,high,redirect
/living-workshop/2019/2/27/halt,.com sitemap 2026-09-18,https://brianspoems.com/poem/h-a-l-t,301,poem text overlap 0.965 with /poem/h-a-l-t,high,redirect
/living-workshop/2019/2/28/open-mouth,.com sitemap 2026-09-18,https://brianspoems.com/poem/open-mouth,301,poem text overlap 1.0 with /poem/open-mouth,high,redirect
/living-workshop/2019/2/3/optimism,.com sitemap 2026-09-18,https://brianspoems.com/poem/optimism,301,poem text overlap 0.986 with /poem/optimism,high,redirect
/living-workshop/2019/2/4/back-to-forever,.com sitemap 2026-09-18,https://brianspoems.com/poem/back-to-forever,301,poem text overlap 0.851 with /poem/back-to-forever,high,redirect
/living-workshop/2019/2/5/through-pain,.com sitemap 2026-09-18,https://brianspoems.com/poem/through-pain,301,poem text overlap 0.959 with /poem/through-pain,high,redirect
/living-workshop/2019/2/6/conspiracies-abound,.com sitemap 2026-09-18,https://brianspoems.com/poem/conspiracies-abound,301,poem text overlap 1.0 with /poem/conspiracies-abound,high,redirect
/living-workshop/2019/2/7/kerplunk,.com sitemap 2026-09-18,https://brianspoems.com/poem/kerplunk,301,poem text overlap 0.949 with /poem/kerplunk,high,redirect
/living-workshop/2019/2/8/sharing,.com sitemap 2026-09-18,https://brianspoems.com/poem/sharing,301,poem text overlap 0.724 with /poem/sharing,high,redirect
/living-workshop/2019/2/9/soul-beneath,.com sitemap 2026-09-18,https://brianspoems.com/poem/soul-beneath,301,poem text overlap 1.0 with /poem/soul-beneath,high,redirect
/living-workshop/2019/3/1/march-arrives,.com sitemap 2026-09-18,https://brianspoems.com/poem/march-arrives,301,poem text overlap 1.0 with /poem/march-arrives,high,redirect
/living-workshop/2019/3/10/my-routine,.com sitemap 2026-09-18,https://brianspoems.com/poem/my-routine,301,poem text overlap 0.796 with /poem/my-routine,high,redirect
/living-workshop/2019/3/11/anywhere,.com sitemap 2026-09-18,https://brianspoems.com/poem/anywhere,301,poem text overlap 0.608 with /poem/anywhere,high,redirect
/living-workshop/2019/3/12/infinite-hope,.com sitemap 2026-09-18,https://brianspoems.com/poem/infinite-hope,301,poem text overlap 0.967 with /poem/infinite-hope,high,redirect
/living-workshop/2019/3/13/our-evolution,.com sitemap 2026-09-18,https://brianspoems.com/poem/our-evolution,301,poem text overlap 1.0 with /poem/our-evolution,high,redirect
/living-workshop/2019/3/14/maturing,.com sitemap 2026-09-18,https://brianspoems.com/poem/maturing,301,poem text overlap 1.0 with /poem/maturing,high,redirect
/living-workshop/2019/3/15/the-invitation,.com sitemap 2026-09-18,https://brianspoems.com/poem/the-invitation,301,poem text overlap 0.765 with /poem/the-invitation,high,redirect
/living-workshop/2019/3/16/youre-welcome,.com sitemap 2026-09-18,https://brianspoems.com/poem/you-re-welcome,301,poem text overlap 0.99 with /poem/you-re-welcome,high,redirect
/living-workshop/2019/3/17/satisfaction,.com sitemap 2026-09-18,https://brianspoems.com/poem/satisfaction,301,poem text overlap 0.89 with /poem/satisfaction,high,redirect
/living-workshop/2019/3/18/conversion,.com sitemap 2026-09-18,https://brianspoems.com/poem/conversion,301,poem text overlap 1.0 with /poem/conversion,high,redirect
/living-workshop/2019/3/19/songbirds,.com sitemap 2026-09-18,https://brianspoems.com/poem/songbirds,301,poem text overlap 0.986 with /poem/songbirds,high,redirect
/living-workshop/2019/3/2/a-simple-prayer,.com sitemap 2026-09-18,https://brianspoems.com/poem/a-simple-prayer,301,poem text overlap 0.969 with /poem/a-simple-prayer,high,redirect
/living-workshop/2019/3/20/whatever-it-is,.com sitemap 2026-09-18,https://brianspoems.com/poem/whatever-it-is,301,poem text overlap 0.985 with /poem/whatever-it-is,high,redirect
/living-workshop/2019/3/21/tripped,.com sitemap 2026-09-18,https://brianspoems.com/poem/tripped,301,poem text overlap 1.0 with /poem/tripped,high,redirect
/living-workshop/2019/3/22/behold,.com sitemap 2026-09-18,https://brianspoems.com/poem/behold,301,poem text overlap 0.946 with /poem/behold,high,redirect
/living-workshop/2019/3/23/suffering,.com sitemap 2026-09-18,https://brianspoems.com/poem/suffering,301,poem text overlap 1.0 with /poem/suffering,high,redirect
/living-workshop/2019/3/24/gives-way,.com sitemap 2026-09-18,https://brianspoems.com/poem/gives-way,301,poem text overlap 1.0 with /poem/gives-way,high,redirect
/living-workshop/2019/3/25/ambiguity,.com sitemap 2026-09-18,https://brianspoems.com/poem/ambiguity,301,poem text overlap 0.798 with /poem/ambiguity,high,redirect
/living-workshop/2019/3/3/my-humanity,.com sitemap 2026-09-18,https://brianspoems.com/poem/my-humanity,301,poem text overlap 1.0 with /poem/my-humanity,high,redirect
/living-workshop/2019/3/4/keepin-it-real,.com sitemap 2026-09-18,https://brianspoems.com/poem/keepin-it-real,301,poem text overlap 1.0 with /poem/keepin-it-real,high,redirect
/living-workshop/2019/3/5/go-home-early,.com sitemap 2026-09-18,https://brianspoems.com/poem/go-home-early,301,poem text overlap 1.0 with /poem/go-home-early,high,redirect
/living-workshop/2019/3/6/lets-weep,.com sitemap 2026-09-18,https://brianspoems.com/poem/let-s-weep,301,poem text overlap 1.0 with /poem/let-s-weep,high,redirect
/living-workshop/2019/3/7/compulsion,.com sitemap 2026-09-18,https://brianspoems.com/poem/compulsion,301,poem text overlap 1.0 with /poem/compulsion,high,redirect
/living-workshop/2019/3/8/tapestry,.com sitemap 2026-09-18,https://brianspoems.com/poem/tapestry,301,poem text overlap 1.0 with /poem/tapestry,high,redirect
/living-workshop/2019/3/9/pure-fury,.com sitemap 2026-09-18,https://brianspoems.com/poem/pure-fury,301,poem text overlap 0.775 with /poem/pure-fury,high,redirect
/living-workshop/2020/1/1/its-in-the-stillness,.com sitemap 2026-09-18,https://brianspoems.com/poem/it-s-in-the-stillness,301,poem text overlap 1.0 with /poem/it-s-in-the-stillness,high,redirect
/living-workshop/2020/1/10/along-a-river,.com sitemap 2026-09-18,https://brianspoems.com/poem/along-a-river,301,poem text overlap 0.955 with /poem/along-a-river,high,redirect
/living-workshop/2020/1/11/lets-move,.com sitemap 2026-09-18,https://brianspoems.com/poem/let-s-move,301,poem text overlap 0.64 with /poem/let-s-move,high,redirect
/living-workshop/2020/1/12/nighttime,.com sitemap 2026-09-18,https://brianspoems.com/poem/nighttime,301,poem text overlap 0.854 with /poem/nighttime,high,redirect
/living-workshop/2020/1/13/your-heartbeat,.com sitemap 2026-09-18,https://brianspoems.com/poem/your-heartbeat,301,poem text overlap 0.841 with /poem/your-heartbeat,high,redirect
/living-workshop/2020/1/14/here-with-me,.com sitemap 2026-09-18,https://brianspoems.com/poem/here-with-me,301,poem text overlap 1.0 with /poem/here-with-me,high,redirect
/living-workshop/2020/1/15/the-call-of-duty,.com sitemap 2026-09-18,https://brianspoems.com/poem/the-call-of-duty,301,poem text overlap 1.0 with /poem/the-call-of-duty,high,redirect
/living-workshop/2020/1/16/oh-my-heart,.com sitemap 2026-09-18,https://brianspoems.com/poem/oh-my-heart-2,301,poem text overlap 0.758 with /poem/oh-my-heart-2,high,redirect
/living-workshop/2020/1/17/growing-pains,.com sitemap 2026-09-18,https://brianspoems.com/poem/growing-pains,301,poem text overlap 0.644 with /poem/growing-pains,high,redirect
/living-workshop/2020/1/18/while-at-peace,.com sitemap 2026-09-18,https://brianspoems.com/poem/while-at-peace,301,poem text overlap 1.0 with /poem/while-at-peace,high,redirect
/living-workshop/2020/1/19/confessions,.com sitemap 2026-09-18,https://brianspoems.com/poem/confessions,301,poem text overlap 0.797 with /poem/confessions,high,redirect
/living-workshop/2020/1/2/essential-truth-1,.com sitemap 2026-09-18,https://brianspoems.com/poem/essential-truth-1,301,poem text overlap 0.867 with /poem/essential-truth-1,high,redirect
/living-workshop/2020/1/20/the-pathless-path,.com sitemap 2026-09-18,https://brianspoems.com/poem/the-pathless-path,301,poem text overlap 0.795 with /poem/the-pathless-path,high,redirect
/living-workshop/2020/1/21/the-right-questions,.com sitemap 2026-09-18,https://brianspoems.com/poem/the-right-questions,301,poem text overlap 0.723 with /poem/the-right-questions,high,redirect
/living-workshop/2020/1/22/in-exile,.com sitemap 2026-09-18,https://brianspoems.com/poem/in-exile,301,poem text overlap 0.911 with /poem/in-exile,high,redirect
/living-workshop/2020/1/23/after-the-curtain,.com sitemap 2026-09-18,https://brianspoems.com/poem/after-the-curtain,301,poem text overlap 1.0 with /poem/after-the-curtain,high,redirect
/living-workshop/2020/1/24/its-alright,.com sitemap 2026-09-18,/blog,301,no candidate on brianspoems.com,low - needs review,redirect - generic
/living-workshop/2020/1/25/the-heart-of-the-matter,.com sitemap 2026-09-18,https://brianspoems.com/poem/the-heart-of-the-matter,301,poem text overlap 0.976 with /poem/the-heart-of-the-matter,high,redirect
/living-workshop/2020/1/26/right-now,.com sitemap 2026-09-18,https://brianspoems.com/poem/right-now-2,301,poem text overlap 0.63 with /poem/right-now-2,high,redirect
/living-workshop/2020/1/27/the-market-mindset,.com sitemap 2026-09-18,/blog,301,best candidate /poem/the-market-mindset scored 0.42,low - needs review,redirect - generic
/living-workshop/2020/1/28/the-first-line,.com sitemap 2026-09-18,https://brianspoems.com/poem/the-first-line,301,poem text overlap 0.96 with /poem/the-first-line,high,redirect
/living-workshop/2020/1/29/serenity-salesmen,.com sitemap 2026-09-18,https://brianspoems.com/poem/serenity-salesmen,301,poem text overlap 0.821 with /poem/serenity-salesmen,high,redirect
/living-workshop/2020/1/3/essential-truth-2,.com sitemap 2026-09-18,https://brianspoems.com/poem/essential-truth-2,301,poem text overlap 0.758 with /poem/essential-truth-2,high,redirect
/living-workshop/2020/1/30/dont-make-it-worse,.com sitemap 2026-09-18,https://brianspoems.com/poem/don-t-make-it-worse,301,poem text overlap 0.822 with /poem/don-t-make-it-worse,high,redirect
/living-workshop/2020/1/31/donny-football,.com sitemap 2026-09-18,https://brianspoems.com/poem/donny-football,301,poem text overlap 0.572 with /poem/donny-football,high,redirect
/living-workshop/2020/1/4/essential-truth-3,.com sitemap 2026-09-18,https://brianspoems.com/poem/essential-truth-3,301,poem text overlap 0.54 with /poem/essential-truth-3,high,redirect
/living-workshop/2020/1/5/essential-truth-4,.com sitemap 2026-09-18,https://brianspoems.com/poem/essential-truth-4,301,poem text overlap 0.684 with /poem/essential-truth-4,high,redirect
/living-workshop/2020/1/6/essential-truth-5,.com sitemap 2026-09-18,https://brianspoems.com/poem/essential-truth-5,301,poem text overlap 0.949 with /poem/essential-truth-5,high,redirect
/living-workshop/2020/1/7/keeping-awake,.com sitemap 2026-09-18,https://brianspoems.com/poem/keeping-awake,301,poem text overlap 0.727 with /poem/keeping-awake,high,redirect
/living-workshop/2020/1/8/tuning,.com sitemap 2026-09-18,https://brianspoems.com/poem/tuning,301,poem text overlap 1.0 with /poem/tuning,high,redirect
/living-workshop/2020/1/9/a-call-to-relax,.com sitemap 2026-09-18,https://brianspoems.com/poem/a-call-to-relax,301,poem text overlap 0.979 with /poem/a-call-to-relax,high,redirect
/living-workshop/2020/11/25/So Goes the Night,.com sitemap 2026-09-18,/blog,301,no candidate on brianspoems.com,low - needs review,redirect - generic
/living-workshop/2020/12/11/think-bigger,.com sitemap 2026-09-18,/blog,301,no candidate on brianspoems.com,low - needs review,redirect - generic
/living-workshop/2020/12/14/a-real-human-being,.com sitemap 2026-09-18,/blog,301,no candidate on brianspoems.com,low - needs review,redirect - generic
/living-workshop/2020/12/19/thinking,.com sitemap 2026-09-18,/blog,301,no candidate on brianspoems.com,low - needs review,redirect - generic
/living-workshop/2020/12/25/moving-day,.com sitemap 2026-09-18,/blog,301,no candidate on brianspoems.com,low - needs review,redirect - generic
/living-workshop/2020/12/5/ordinary-people,.com sitemap 2026-09-18,/blog,301,no candidate on brianspoems.com,low - needs review,redirect - generic
/living-workshop/2020/2/1/the-invitation,.com sitemap 2026-09-18,https://brianspoems.com/poem/the-invitation-3,301,poem text overlap 0.597 with /poem/the-invitation-3,high,redirect
/living-workshop/2020/2/10/revisiting-the-flow,.com sitemap 2026-09-18,https://brianspoems.com/poem/revisiting-the-flow,301,poem text overlap 1.0 with /poem/revisiting-the-flow,high,redirect
/living-workshop/2020/2/11/how-silly,.com sitemap 2026-09-18,https://brianspoems.com/poem/how-silly,301,poem text overlap 1.0 with /poem/how-silly,high,redirect
